time,temperature_2m,apparent_temperature,precipitation_probability,precipitation (mm),rain (mm)
2023-12-05T21:00,16.5,16.9,0,0.00,0.00
2023-12-05T22:00,15.9,16.2,0,0.00,0.00
2023-12-05T23:00,14.7,15.0,0,0.00,0.00
2023-12-06T00:00,14.1,14.3,0,0.00,0.00
2023-12-06T01:00,13.5,13.6,0,0.00,0.00
2023-12-06T02:00,13.1,13.1,0,0.00,0.00
2023-12-06T03:00,12.8,12.7,0,0.00,0.00
2023-12-06T04:00,12.4,12.3,0,0.00,0.00
2023-12-06T05:00,12.1,11.9,0,0.00,0.00
2023-12-06T06:00,11.9,11.6,0,0.00,0.00
2023-12-06T07:00,11.8,11.7,0,0.00,0.00
2023-12-06T08:00,13.5,13.7,0,0.00,0.00
2023-12-06T09:00,16.3,16.5,0,0.00,0.00
2023-12-06T10:00,18.9,19.5,0,0.00,0.00
2023-12-06T11:00,21.2,22.4,0,0.00,0.00
2023-12-06T12:00,22.8,23.8,0,0.00,0.00
2023-12-06T13:00,23.7,24.3,0,0.00,0.00
2023-12-06T14:00,24.0,23.9,0,0.00,0.00
2023-12-06T15:00,23.9,23.6,0,0.00,0.00
2023-12-06T16:00,23.2,23.1,0,0.00,0.00
2023-12-06T17:00,21.8,22.6,0,0.00,0.00
2023-12-06T18:00,20.4,21.2,0,0.00,0.00
2023-12-06T19:00,19.0,19.8,0,0.00,0.00
2023-12-06T20:00,18.2,19.0,0,0.00,0.00
2023-12-06T21:00,17.5,18.1,0,0.00,0.00
2023-12-06T22:00,16.9,17.4,0,0.00,0.00
2023-12-06T23:00,15.4,15.9,0,0.00,0.00
2023-12-07T00:00,15.0,15.3,0,0.00,0.00
2023-12-07T01:00,14.6,14.9,0,0.00,0.00
2023-12-07T02:00,14.1,14.4,0,0.00,0.00
2023-12-07T03:00,13.7,14.0,0,0.00,0.00
2023-12-07T04:00,13.3,13.5,0,0.00,0.00
2023-12-07T05:00,12.4,12.3,0,0.00,0.00
2023-12-07T06:00,12.2,12.1,0,0.00,0.00
2023-12-07T07:00,12.0,11.9,0,0.00,0.00
2023-12-07T08:00,13.3,13.5,0,0.00,0.00
2023-12-07T09:00,16.5,16.9,0,0.00,0.00
2023-12-07T10:00,19.4,19.6,0,0.00,0.00
2023-12-07T11:00,21.4,21.9,0,0.00,0.00
2023-12-07T12:00,22.8,23.0,0,0.00,0.00
2023-12-07T13:00,23.8,23.9,0,0.00,0.00
2023-12-07T14:00,24.3,24.1,0,0.00,0.00
2023-12-07T15:00,24.3,24.0,0,0.00,0.00
2023-12-07T16:00,23.7,23.5,0,0.00,0.00
2023-12-07T17:00,21.8,22.4,0,0.00,0.00
2023-12-07T18:00,20.2,20.9,0,0.00,0.00
2023-12-07T19:00,18.9,19.5,0,0.00,0.00
2023-12-07T20:00,17.9,18.5,0,0.00,0.00
2023-12-07T21:00,17.3,17.8,0,0.00,0.00
2023-12-07T22:00,16.4,16.8,0,0.00,0.00
2023-12-07T23:00,14.9,15.3,0,0.00,0.00
2023-12-08T00:00,14.2,14.4,0,0.00,0.00
2023-12-08T01:00,13.7,13.7,0,0.00,0.00
2023-12-08T02:00,13.2,13.1,0,0.00,0.00
2023-12-08T03:00,12.8,12.6,0,0.00,0.00
2023-12-08T04:00,12.5,12.1,0,0.00,0.00
2023-12-08T05:00,12.6,12.3,0,0.00,0.00
2023-12-08T06:00,12.2,11.9,0,0.00,0.00
2023-12-08T07:00,11.9,11.4,0,0.00,0.00
2023-12-08T08:00,13.3,13.3,0,0.00,0.00
2023-12-08T09:00,16.3,16.4,0,0.00,0.00
2023-12-08T10:00,19.4,19.6,0,0.00,0.00
2023-12-08T11:00,22.1,22.3,0,0.00,0.00
2023-12-08T12:00,23.5,23.6,0,0.00,0.00
2023-12-08T13:00,24.5,24.3,0,0.00,0.00
2023-12-08T14:00,24.8,23.8,0,0.00,0.00
2023-12-08T15:00,24.6,23.7,0,0.00,0.00
2023-12-08T16:00,23.9,23.1,0,0.00,0.00
2023-12-08T17:00,21.6,22.1,0,0.00,0.00
2023-12-08T18:00,20.2,20.6,0,0.00,0.00
2023-12-08T19:00,19.1,19.5,0,0.00,0.00
2023-12-08T20:00,18.1,18.4,0,0.00,0.00
2023-12-08T21:00,17.3,17.4,0,0.00,0.00
2023-12-08T22:00,16.4,16.4,0,0.00,0.00
2023-12-08T23:00,14.4,14.3,0,0.00,0.00
2023-12-09T00:00,13.6,13.3,0,0.00,0.00
2023-12-09T01:00,12.7,12.4,0,0.00,0.00
2023-12-09T02:00,12.0,11.6,0,0.00,0.00
2023-12-09T03:00,11.6,11.1,0,0.00,0.00
2023-12-09T04:00,11.3,10.7,0,0.00,0.00
2023-12-09T05:00,11.2,10.5,0,0.00,0.00
2023-12-09T06:00,11.0,10.2,0,0.00,0.00
2023-12-09T07:00,10.8,9.9,0,0.00,0.00
2023-12-09T08:00,12.5,11.9,0,0.00,0.00
2023-12-09T09:00,15.9,15.7,0,0.00,0.00
2023-12-09T10:00,19.3,19.0,0,0.00,0.00
2023-12-09T11:00,21.5,21.6,0,0.00,0.00
2023-12-09T12:00,23.0,22.9,0,0.00,0.00
2023-12-09T13:00,23.9,23.5,0,0.00,0.00
2023-12-09T14:00,24.2,23.1,0,0.00,0.00
2023-12-09T15:00,24.0,22.7,0,0.00,0.00
2023-12-09T16:00,23.0,22.0,0,0.00,0.00
2023-12-09T17:00,20.8,21.0,0,0.00,0.00
2023-12-09T18:00,19.3,19.4,0,0.00,0.00
2023-12-09T19:00,18.1,18.2,0,0.00,0.00
2023-12-09T20:00,17.3,17.2,0,0.00,0.00
2023-12-09T21:00,16.5,16.3,0,0.00,0.00
2023-12-09T22:00,15.7,15.3,0,0.00,0.00
2023-12-09T23:00,13.6,13.1,0,0.00,0.00
2023-12-10T00:00,12.7,12.1,0,0.00,0.00
2023-12-10T01:00,11.9,11.2,0,0.00,0.00
2023-12-10T02:00,11.3,10.4,0,0.00,0.00
2023-12-10T03:00,10.8,9.8,0,0.00,0.00
2023-12-10T04:00,10.5,9.3,0,0.00,0.00
2023-12-10T05:00,10.7,9.4,0,0.00,0.00
2023-12-10T06:00,10.3,9.0,0,0.00,0.00
2023-12-10T07:00,10.3,8.9,0,0.00,0.00
2023-12-10T08:00,11.0,10.1,0,0.00,0.00
2023-12-10T09:00,14.8,14.0,0,0.00,0.00
2023-12-10T10:00,18.0,17.2,0,0.00,0.00
2023-12-10T11:00,20.3,19.8,0,0.00,0.00
2023-12-10T12:00,22.0,21.2,0,0.00,0.00
2023-12-10T13:00,22.8,21.7,0,0.00,0.00
2023-12-10T14:00,23.2,21.4,0,0.00,0.00
2023-12-10T15:00,23.0,21.2,0,0.00,0.00
2023-12-10T16:00,22.1,20.6,0,0.00,0.00
2023-12-10T17:00,20.0,19.6,0,0.00,0.00
2023-12-10T18:00,18.6,18.2,0,0.00,0.00
2023-12-10T19:00,17.5,17.1,0,0.00,0.00
2023-12-10T20:00,16.6,16.0,0,0.00,0.00
2023-12-10T21:00,15.7,15.0,0,0.00,0.00
2023-12-10T22:00,14.8,14.1,0,0.00,0.00
2023-12-10T23:00,12.5,12.0,0,0.00,0.00
2023-12-11T00:00,11.9,11.4,0,0.00,0.00
2023-12-11T01:00,11.4,10.9,0,0.00,0.00
2023-12-11T02:00,10.9,10.5,0,0.00,0.00
2023-12-11T03:00,10.4,10.0,0,0.00,0.00
2023-12-11T04:00,9.9,9.3,0,0.00,0.00
2023-12-11T05:00,10.0,9.3,0,0.00,0.00
2023-12-11T06:00,8.9,8.2,0,0.00,0.00
2023-12-11T07:00,8.7,8.0,0,0.00,0.00
2023-12-11T08:00,10.1,9.9,0,0.00,0.00
2023-12-11T09:00,13.9,14.0,0,0.00,0.00
2023-12-11T10:00,17.7,17.8,0,0.00,0.00
2023-12-11T11:00,20.4,20.4,0,0.00,0.00
2023-12-11T12:00,21.7,21.7,0,0.00,0.00
2023-12-11T13:00,22.6,22.2,0,0.00,0.00
2023-12-11T14:00,22.9,21.8,0,0.00,0.00
2023-12-11T15:00,22.7,21.4,0,0.00,0.00
2023-12-11T16:00,21.9,20.7,0,0.00,0.00
2023-12-11T17:00,19.9,19.7,0,0.00,0.00
2023-12-11T18:00,18.1,17.7,0,0.00,0.00
2023-12-11T19:00,16.7,16.2,0,0.00,0.00
2023-12-11T20:00,15.6,15.0,0,0.00,0.00
2023-12-11T21:00,14.7,13.9,0,0.00,0.00
2023-12-11T22:00,14.0,13.0,0,0.00,0.00
2023-12-11T23:00,12.4,11.5,0,0.00,0.00
2023-12-12T00:00,12.1,11.0,0,0.00,0.00
2023-12-12T01:00,11.5,10.4,0,0.00,0.00
2023-12-12T02:00,11.0,9.8,0,0.00,0.00
2023-12-12T03:00,10.6,9.3,0,0.00,0.00
2023-12-12T04:00,10.1,8.8,0,0.00,0.00
2023-12-12T05:00,9.6,8.6,0,0.00,0.00
2023-12-12T06:00,9.4,8.4,0,0.00,0.00
2023-12-12T07:00,9.3,8.2,0,0.00,0.00
2023-12-12T08:00,11.0,10.2,0,0.00,0.00
2023-12-12T09:00,14.6,14.2,0,0.00,0.00
2023-12-12T10:00,18.0,17.4,0,0.00,0.00
2023-12-12T11:00,20.0,19.8,0,0.00,0.00
2023-12-12T12:00,21.5,21.5,0,0.00,0.00
2023-12-12T13:00,22.3,22.4,0,0.00,0.00
2023-12-12T14:00,22.7,22.5,0,0.00,0.00
2023-12-12T15:00,22.5,22.3,0,0.00,0.00
2023-12-12T16:00,21.8,21.6,0,0.00,0.00
2023-12-12T17:00,20.0,20.8,0,0.00,0.00
2023-12-12T18:00,18.2,18.7,0,0.00,0.00
2023-12-12T19:00,17.0,17.4,0,0.00,0.00
2023-12-12T20:00,16.0,16.3,0,0.00,0.00
2023-12-12T21:00,15.0,15.1,0,0.00,0.00
2023-12-12T22:00,14.1,14.1,0,0.00,0.00
2023-12-12T23:00,12.8,12.5,0,0.00,0.00
2023-12-13T00:00,11.9,11.4,0,0.00,0.00
2023-12-13T01:00,11.2,10.7,0,0.00,0.00
2023-12-13T02:00,10.6,9.9,0,0.00,0.00
2023-12-13T03:00,10.3,9.5,0,0.00,0.00
2023-12-13T04:00,9.9,9.1,0,0.00,0.00
2023-12-13T05:00,9.7,8.9,0,0.00,0.00
2023-12-13T06:00,9.5,8.7,0,0.00,0.00
2023-12-13T07:00,9.3,8.6,0,0.00,0.00
2023-12-13T08:00,10.7,10.3,0,0.00,0.00
2023-12-13T09:00,14.3,14.4,0,0.00,0.00
2023-12-13T10:00,17.9,18.3,0,0.00,0.00
2023-12-13T11:00,20.4,20.7,0,0.00,0.00
2023-12-13T12:00,22.0,21.9,0,0.00,0.00
2023-12-13T13:00,22.9,22.2,0,0.00,0.00
2023-12-13T14:00,23.2,21.8,0,0.00,0.00
2023-12-13T15:00,23.0,21.1,0,0.00,0.00
2023-12-13T16:00,21.9,20.4,0,0.00,0.00
2023-12-13T17:00,19.8,19.3,0,0.00,0.00
2023-12-13T18:00,18.1,17.5,0,0.00,0.00
2023-12-13T19:00,16.7,16.4,0,0.00,0.00
2023-12-13T20:00,15.7,15.3,0,0.00,0.00
2023-12-13T21:00,14.8,14.4,0,0.00,0.00
2023-12-13T22:00,13.9,13.4,0,0.00,0.00
2023-12-13T23:00,12.3,11.7,0,0.00,0.00
2023-12-14T00:00,11.4,10.5,0,0.00,0.00
2023-12-14T01:00,10.7,9.7,0,0.00,0.00
2023-12-14T02:00,10.1,9.1,0,0.00,0.00
2023-12-14T03:00,9.7,8.6,0,0.00,0.00
2023-12-14T04:00,9.3,8.2,0,0.00,0.00
2023-12-14T05:00,9.1,7.8,0,0.00,0.00
2023-12-14T06:00,8.8,7.5,0,0.00,0.00
2023-12-14T07:00,8.8,7.3,0,0.00,0.00
2023-12-14T08:00,10.6,9.3,0,0.00,0.00
2023-12-14T09:00,13.5,12.6,0,0.00,0.00
2023-12-14T10:00,17.0,16.0,0,0.00,0.00
2023-12-14T11:00,19.9,18.9,0,0.00,0.00
2023-12-14T12:00,21.5,20.5,0,0.00,0.00
2023-12-14T13:00,22.6,21.3,0,0.00,0.00
2023-12-14T14:00,23.1,21.3,0,0.00,0.00
2023-12-14T15:00,23.0,21.1,0,0.00,0.00
2023-12-14T16:00,22.0,20.4,0,0.00,0.00
2023-12-14T17:00,19.8,19.0,0,0.00,0.00
2023-12-14T18:00,18.2,17.3,0,0.00,0.00
2023-12-14T19:00,16.8,15.8,0,0.00,0.00
2023-12-14T20:00,15.7,14.6,0,0.00,0.00
2023-12-14T21:00,14.7,13.6,0,0.00,0.00
2023-12-14T22:00,13.8,12.8,0,0.00,0.00
2023-12-14T23:00,11.4,10.7,0,0.00,0.00
2023-12-15T00:00,10.6,9.9,0,0.00,0.00
2023-12-15T01:00,9.9,9.1,0,0.00,0.00
2023-12-15T02:00,9.4,8.6,0,0.00,0.00
2023-12-15T03:00,9.0,8.2,0,0.00,0.00
2023-12-15T04:00,8.6,8.0,0,0.00,0.00
2023-12-15T05:00,8.0,7.0,0,0.00,0.00
2023-12-15T06:00,7.5,6.5,0,0.00,0.00
2023-12-15T07:00,7.4,6.4,0,0.00,0.00
2023-12-15T08:00,8.7,8.2,0,0.00,0.00
2023-12-15T09:00,12.5,12.3,0,0.00,0.00
2023-12-15T10:00,16.9,16.7,0,0.00,0.00
2023-12-15T11:00,19.7,19.4,0,0.00,0.00
2023-12-15T12:00,21.5,21.1,0,0.00,0.00
2023-12-15T13:00,22.5,21.8,0,0.00,0.00
2023-12-15T14:00,22.8,21.4,0,0.00,0.00
2023-12-15T15:00,22.6,21.0,0,0.00,0.00
2023-12-15T16:00,21.4,20.2,0,0.00,0.00
2023-12-15T17:00,19.1,18.9,0,0.00,0.00
2023-12-15T18:00,17.3,16.9,0,0.00,0.00
2023-12-15T19:00,16.1,15.6,0,0.00,0.00
2023-12-15T20:00,15.1,14.7,0,0.00,0.00
2023-12-15T21:00,14.0,13.6,0,0.00,0.00
2023-12-15T22:00,12.9,12.3,0,0.00,0.00
2023-12-15T23:00,11.5,10.9,0,0.00,0.00
2023-12-16T00:00,11.0,10.2,0,0.00,0.00
2023-12-16T01:00,10.5,9.6,0,0.00,0.00
2023-12-16T02:00,10.3,9.4,0,0.00,0.00
2023-12-16T03:00,9.9,9.0,0,0.00,0.00
2023-12-16T04:00,9.4,8.5,0,0.00,0.00
2023-12-16T05:00,8.3,7.5,0,0.00,0.00
2023-12-16T06:00,7.9,7.2,0,0.00,0.00
2023-12-16T07:00,7.4,6.6,0,0.00,0.00
2023-12-16T08:00,8.7,8.1,0,0.00,0.00
2023-12-16T09:00,12.9,12.5,0,0.00,0.00
2023-12-16T10:00,16.9,16.7,0,0.00,0.00
2023-12-16T11:00,19.4,19.0,0,0.00,0.00
2023-12-16T12:00,21.2,20.5,0,0.00,0.00
2023-12-16T13:00,22.2,20.8,0,0.00,0.00
2023-12-16T14:00,22.5,20.4,0,0.00,0.00
2023-12-16T15:00,22.2,20.1,0,0.00,0.00
2023-12-16T16:00,21.2,19.5,0,0.00,0.00
2023-12-16T17:00,19.0,18.2,0,0.00,0.00
2023-12-16T18:00,17.4,16.4,0,0.00,0.00
2023-12-16T19:00,16.0,15.0,0,0.00,0.00
2023-12-16T20:00,14.9,13.8,0,0.00,0.00
2023-12-16T21:00,13.9,12.7,0,0.00,0.00
2023-12-16T22:00,13.0,11.5,0,0.00,0.00
2023-12-16T23:00,11.4,10.3,0,0.00,0.00
2023-12-17T00:00,10.7,9.5,0,0.00,0.00
2023-12-17T01:00,10.1,8.9,0,0.00,0.00
2023-12-17T02:00,9.5,8.2,0,0.00,0.00
2023-12-17T03:00,9.0,7.8,0,0.00,0.00
2023-12-17T04:00,8.6,7.5,0,0.00,0.00
2023-12-17T05:00,8.4,7.3,0,0.00,0.00
2023-12-17T06:00,8.1,7.0,0,0.00,0.00
2023-12-17T07:00,8.0,6.8,0,0.00,0.00
2023-12-17T08:00,9.5,8.6,0,0.00,0.00
2023-12-17T09:00,14.1,13.4,0,0.00,0.00
2023-12-17T10:00,18.0,17.4,0,0.00,0.00
2023-12-17T11:00,20.6,19.8,0,0.00,0.00
2023-12-17T12:00,21.9,21.1,0,0.00,0.00
2023-12-17T13:00,22.6,21.5,0,0.00,0.00
2023-12-17T14:00,22.8,21.2,0,0.00,0.00
2023-12-17T15:00,22.5,21.0,0,0.00,0.00
2023-12-17T16:00,21.5,20.4,0,0.00,0.00
2023-12-17T17:00,19.2,19.0,0,0.00,0.00
2023-12-17T18:00,17.0,16.8,0,0.00,0.00
2023-12-17T19:00,15.6,15.4,0,0.00,0.00
2023-12-17T20:00,14.5,14.2,0,0.00,0.00
2023-12-17T21:00,13.8,13.5,0,0.00,0.00
2023-12-17T22:00,13.1,12.7,0,0.00,0.00
2023-12-17T23:00,12.1,11.7,0,0.00,0.00
2023-12-18T00:00,11.5,10.9,0,0.00,0.00
2023-12-18T01:00,10.9,10.1,0,0.00,0.00
2023-12-18T02:00,10.4,9.3,0,0.00,0.00
2023-12-18T03:00,9.8,8.6,0,0.00,0.00
2023-12-18T04:00,9.3,8.0,0,0.00,0.00
2023-12-18T05:00,8.8,7.3,0,0.00,0.00
2023-12-18T06:00,8.5,6.8,0,0.00,0.00
2023-12-18T07:00,8.7,6.9,0,0.00,0.00
2023-12-18T08:00,9.1,7.8,0,0.00,0.00
2023-12-18T09:00,13.0,11.8,0,0.00,0.00
2023-12-18T10:00,16.3,15.0,0,0.00,0.00
2023-12-18T11:00,19.0,17.9,0,0.00,0.00
2023-12-18T12:00,20.8,19.4,0,0.00,0.00
2023-12-18T13:00,21.8,20.0,0,0.00,0.00
2023-12-18T14:00,22.2,19.6,0,0.00,0.00
2023-12-18T15:00,22.0,19.3,0,0.00,0.00
2023-12-18T16:00,20.9,18.5,0,0.00,0.00
2023-12-18T17:00,18.4,17.3,0,0.00,0.00
2023-12-18T18:00,16.5,15.5,0,0.00,0.00
2023-12-18T19:00,15.2,14.2,0,0.00,0.00
2023-12-18T20:00,14.0,13.0,0,0.00,0.00
2023-12-18T21:00,13.0,12.0,0,0.00,0.00
2023-12-18T22:00,12.1,11.2,0,0.00,0.00
2023-12-18T23:00,11.9,10.9,0,0.00,0.00
2023-12-19T00:00,11.3,10.3,0,0.00,0.00
2023-12-19T01:00,10.9,9.8,0,0.00,0.00
2023-12-19T02:00,10.4,9.3,0,0.00,0.00
2023-12-19T03:00,9.9,8.7,0,0.00,0.00
2023-12-19T04:00,9.4,8.2,0,0.00,0.00
2023-12-19T05:00,9.6,8.4,0,0.00,0.00
2023-12-19T06:00,9.2,7.9,0,0.00,0.00
2023-12-19T07:00,9.1,7.7,0,0.00,0.00
2023-12-19T08:00,10.6,9.1,0,0.00,0.00
2023-12-19T09:00,13.5,12.0,0,0.00,0.00
2023-12-19T10:00,16.2,15.0,0,0.00,0.00
2023-12-19T11:00,18.3,17.5,0,0.00,0.00
2023-12-19T12:00,20.1,19.3,0,0.00,0.00
2023-12-19T13:00,21.3,20.1,0,0.00,0.00
2023-12-19T14:00,21.9,19.9,0,0.00,0.00
2023-12-19T15:00,21.9,19.9,0,0.00,0.00
2023-12-19T16:00,21.1,19.3,0,0.00,0.00
2023-12-19T17:00,19.4,18.4,0,0.00,0.00
2023-12-19T18:00,17.8,17.0,0,0.00,0.00
2023-12-19T19:00,16.8,16.0,0,0.00,0.00
2023-12-19T20:00,15.8,14.9,0,0.00,0.00
2023-12-19T21:00,14.7,13.7,0,0.00,0.00
2023-12-19T22:00,13.8,12.9,0,0.00,0.00
2023-12-19T23:00,11.6,10.6,0,0.00,0.00
2023-12-20T00:00,11.0,10.0,0,0.00,0.00
2023-12-20T01:00,10.5,9.5,0,0.00,0.00
2023-12-20T02:00,10.2,9.2,0,0.00,0.00
2023-12-20T03:00,9.9,8.9,0,0.00,0.00
2023-12-20T04:00,9.7,8.6,0,0.00,0.00
2023-12-20T05:00,9.0,7.9,0,0.00,0.00
2023-12-20T06:00,8.8,7.6,0,0.00,0.00
2023-12-20T07:00,8.5,7.3,0,0.00,0.00
2023-12-20T08:00,9.6,8.7,0,0.00,0.00
2023-12-20T09:00,12.9,12.0,0,0.00,0.00
2023-12-20T10:00,15.8,15.0,0,0.00,0.00
2023-12-20T11:00,18.1,17.3,0,0.00,0.00
2023-12-20T12:00,19.7,18.8,0,0.00,0.00
2023-12-20T13:00,20.8,19.7,0,0.00,0.00
2023-12-20T14:00,21.3,19.8,0,0.00,0.00
2023-12-20T15:00,21.2,19.5,0,0.00,0.00
2023-12-20T16:00,20.5,19.1,0,0.00,0.00
2023-12-20T17:00,18.0,17.5,0,0.00,0.00
2023-12-20T18:00,16.8,16.3,0,0.00,0.00
2023-12-20T19:00,15.7,15.2,0,0.00,0.00
2023-12-20T20:00,14.9,14.3,0,0.00,0.00
2023-12-20T21:00,14.2,13.7,0,0.00,0.00
2023-12-20T22:00,13.5,13.0,0,0.00,0.00
2023-12-20T23:00,11.8,11.2,0,0.00,0.00
2023-12-21T00:00,11.3,10.7,0,0.00,0.00
2023-12-21T01:00,10.8,10.1,0,0.00,0.00
2023-12-21T02:00,10.4,9.6,0,0.00,0.00
2023-12-21T03:00,9.9,9.0,0,0.00,0.00
2023-12-21T04:00,9.5,8.5,0,0.00,0.00
2023-12-21T05:00,9.0,7.9,0,0.00,0.00
2023-12-21T06:00,8.5,7.4,0,0.00,0.00
2023-12-21T07:00,8.2,7.0,0,0.00,0.00
2023-12-21T08:00,8.9,8.0,0,0.00,0.00
2023-12-21T09:00,11.7,11.1,0,0.00,0.00
2023-12-21T10:00,15.4,14.6,0,0.00,0.00
2023-12-21T11:00,18.2,17.6,0,0.00,0.00
2023-12-21T12:00,19.8,19.1,0,0.00,0.00
2023-12-21T13:00,20.9,19.9,0,0.00,0.00
2023-12-21T14:00,21.5,20.2,0,0.00,0.00
2023-12-21T15:00,21.6,20.4,0,0.00,0.00
2023-12-21T16:00,20.9,19.9,0,0.00,0.00
2023-12-21T17:00,18.9,18.7,0,0.00,0.00
2023-12-21T18:00,17.2,16.9,0,0.00,0.00
2023-12-21T19:00,16.1,15.8,0,0.00,0.00
2023-12-21T20:00,15.3,15.0,0,0.00,0.00
2023-12-21T21:00,14.4,14.0,0,0.00,0.00
2023-12-21T22:00,13.7,13.1,0,0.00,0.00
2023-12-21T23:00,11.8,11.3,0,0.00,0.00
2023-12-22T00:00,11.1,10.4,0,0.00,0.00
2023-12-22T01:00,10.4,9.8,0,0.00,0.00
2023-12-22T02:00,9.7,9.1,0,0.00,0.00
2023-12-22T03:00,8.9,8.3,0,0.00,0.00
2023-12-22T04:00,8.5,7.7,0,0.00,0.00
2023-12-22T05:00,8.4,7.5,0,0.00,0.00
2023-12-22T06:00,8.3,7.4,0,0.00,0.00
2023-12-22T07:00,7.7,6.8,0,0.00,0.00
2023-12-22T08:00,7.6,6.9,0,0.00,0.00
2023-12-22T09:00,10.3,9.8,0,0.00,0.00
2023-12-22T10:00,15.2,15.0,0,0.00,0.00
2023-12-22T11:00,18.4,18.1,0,0.00,0.00
2023-12-22T12:00,20.2,20.0,0,0.00,0.00
2023-12-22T13:00,21.4,20.9,0,0.00,0.00
2023-12-22T14:00,22.0,21.2,0,0.00,0.00
2023-12-22T15:00,22.1,21.4,0,0.00,0.00
2023-12-22T16:00,21.8,21.1,0,0.00,0.00
2023-12-22T17:00,20.0,20.4,0,0.00,0.00
2023-12-22T18:00,18.4,18.4,0,0.00,0.00
2023-12-22T19:00,17.1,16.8,0,0.00,0.00
2023-12-22T20:00,16.0,15.5,0,0.00,0.00
2023-12-22T21:00,14.8,14.5,0,0.00,0.00
2023-12-22T22:00,13.8,13.4,0,0.00,0.00
2023-12-22T23:00,12.3,12.1,0,0.00,0.00
2023-12-23T00:00,11.8,11.5,0,0.00,0.00
2023-12-23T01:00,11.1,10.5,0,0.00,0.00
2023-12-23T02:00,10.9,10.4,0,0.00,0.00
2023-12-23T03:00,10.8,10.5,0,0.00,0.00
2023-12-23T04:00,10.9,10.0,0,0.00,0.00
2023-12-23T05:00,10.7,9.9,0,0.00,0.00
2023-12-23T06:00,10.6,10.0,0,0.00,0.00
2023-12-23T07:00,10.3,9.4,0,0.00,0.00
2023-12-23T08:00,11.7,11.4,0,0.00,0.00
2023-12-23T09:00,14.6,14.3,0,0.00,0.00
2023-12-23T10:00,17.2,16.9,0,0.00,0.00
2023-12-23T11:00,18.9,18.7,0,0.00,0.00
2023-12-23T12:00,20.3,20.0,0,0.00,0.00
2023-12-23T13:00,21.2,20.7,0,0.00,0.00
2023-12-23T14:00,21.7,20.9,0,0.00,0.00
2023-12-23T15:00,21.6,21.2,0,0.00,0.00
2023-12-23T16:00,21.1,20.9,0,0.00,0.00
2023-12-23T17:00,19.9,20.4,0,0.00,0.00
2023-12-23T18:00,18.5,18.9,0,0.00,0.00
2023-12-23T19:00,17.3,17.6,0,0.00,0.00
2023-12-23T20:00,16.3,16.5,0,0.00,0.00
2023-12-23T21:00,15.3,15.4,0,0.00,0.00
2023-12-23T22:00,14.4,14.4,0,0.00,0.00
2023-12-23T23:00,13.1,13.2,0,0.00,0.00
2023-12-24T00:00,12.4,12.3,0,0.00,0.00
2023-12-24T01:00,11.8,11.6,0,0.00,0.00
2023-12-24T02:00,11.4,11.0,0,0.00,0.00
2023-12-24T03:00,11.0,10.7,0,0.00,0.00
2023-12-24T04:00,10.6,10.2,0,0.00,0.00
2023-12-24T05:00,10.1,9.6,0,0.00,0.00
2023-12-24T06:00,9.7,9.2,0,0.00,0.00
2023-12-24T07:00,9.2,9.0,0,0.00,0.00
2023-12-24T08:00,10.4,10.5,0,0.00,0.00
2023-12-24T09:00,13.7,14.0,0,0.00,0.00
2023-12-24T10:00,17.6,18.0,0,0.00,0.00
2023-12-24T11:00,20.7,21.0,0,0.00,0.00
2023-12-24T12:00,22.3,22.9,0,0.00,0.00
2023-12-24T13:00,23.3,23.8,0,0.00,0.00
2023-12-24T14:00,23.8,23.7,0,0.00,0.00
2023-12-24T15:00,23.8,23.5,0,0.00,0.00
2023-12-24T16:00,23.2,22.8,0,0.00,0.00
2023-12-24T17:00,20.8,21.4,0,0.00,0.00
2023-12-24T18:00,18.6,19.0,0,0.00,0.00
2023-12-24T19:00,17.1,17.4,0,0.00,0.00
2023-12-24T20:00,16.0,16.3,0,0.00,0.00
2023-12-24T21:00,15.4,15.6,0,0.00,0.00
2023-12-24T22:00,14.8,15.1,0,0.00,0.00
2023-12-24T23:00,13.4,13.5,0,0.00,0.00
2023-12-25T00:00,12.8,12.6,0,0.00,0.00
2023-12-25T01:00,12.2,11.8,0,0.00,0.00
2023-12-25T02:00,11.6,11.2,0,0.00,0.00
2023-12-25T03:00,11.3,10.7,0,0.00,0.00
2023-12-25T04:00,10.8,10.2,0,0.00,0.00
2023-12-25T05:00,10.1,9.4,0,0.00,0.00
2023-12-25T06:00,9.7,9.0,0,0.00,0.00
2023-12-25T07:00,9.5,8.7,0,0.00,0.00
2023-12-25T08:00,11.0,10.5,0,0.00,0.00
2023-12-25T09:00,14.2,14.0,0,0.00,0.00
2023-12-25T10:00,17.0,16.8,0,0.00,0.00
2023-12-25T11:00,18.7,18.3,0,0.00,0.00
2023-12-25T12:00,20.6,20.5,0,0.00,0.00
2023-12-25T13:00,21.7,21.2,0,0.00,0.00
2023-12-25T14:00,22.5,21.6,0,0.00,0.00
2023-12-25T15:00,22.6,21.5,0,0.00,0.00
2023-12-25T16:00,22.1,21.1,0,0.00,0.00
2023-12-25T17:00,19.5,19.2,0,0.00,0.00
2023-12-25T18:00,17.7,17.5,0,0.00,0.00
2023-12-25T19:00,16.3,16.2,0,0.00,0.00
2023-12-25T20:00,15.5,15.4,0,0.00,0.00
2023-12-25T21:00,14.7,14.5,0,0.00,0.00
